0	532.25806	1004.21348	521.42857	886.74389	509.63855	778.63578	535.67839	564.99356
0.01732	532.25806	1009.83146	517.34694	886.74389	509.63855	778.63578	535.67839	564.99356
0.03464	535.02304	1009.83146	517.34694	886.74389	509.63855	778.63578	535.67839	564.99356
0.05196	532.25806	1009.83146	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.06929	532.25806	1007.02247	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.08661	537.78802	1015.44944	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.10393	532.25806	1009.83146	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.12125	532.25806	1009.83146	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.13857	535.02304	1009.83146	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.15589	535.02304	1004.21348	519.38776	886.74389	509.63855	778.63578	535.67839	564.99356
0.17321	537.78802	1009.83146	523.46939	881.59588	509.63855	778.63578	535.67839	564.99356
0.19054	532.25806	1007.02247	523.46939	881.59588	509.63855	778.63578	535.67839	564.99356
0.20786	535.02304	1007.02247	523.46939	881.59588	512.04819	778.63578	535.67839	564.99356
0.22518	532.25806	1007.02247	523.46939	881.59588	512.04819	778.63578	535.67839	564.99356
0.2425	535.02304	1012.64045	523.46939	886.74389	512.04819	778.63578	535.67839	564.99356
0.25982	533.46774	1005.09554	523.46939	886.74389	512.04819	778.63578	535.67839	564.99356
0.27714	532.66129	1005.09554	523.46939	886.74389	512.04819	778.63578	535.67839	564.99356
0.29446	532.66129	1005.09554	523.46939	886.74389	512.04819	778.63578	535.67839	564.99356
0.31179	532.66129	1007.64331	523.46939	886.74389	514.45783	778.63578	545.72864	572.71557
0.32911	532.66129	1015.28662	523.46939	886.74389	514.45783	778.63578	537.68844	572.71557
0.34643	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	535.67839	570.14157
0.36375	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	535.67839	564.99356
0.38107	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	539.69849	564.99356
0.39839	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	541.70854	567.56757
0.41571	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	541.70854	570.14157
0.43304	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	541.70854	570.14157
0.45036	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	543.71859	572.71557
0.46768	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	543.71859	567.56757
0.485	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	545.72864	570.14157
0.50232	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	543.71859	567.56757
0.51964	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	543.71859	564.99356
0.53696	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	543.71859	567.56757
0.55428	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	545.72864	575.28958
0.57161	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	545.72864	577.86358
0.58893	531.85484	1010.19108	523.46939	886.74389	514.45783	778.63578	545.72864	567.56757
0.60625	531.85484	1010.19108	523.46939	889.31789	514.45783	778.63578	545.72864	567.56757
0.62357	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	551.75879	577.86358
0.64089	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	549.74874	572.71557
0.65821	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	547.73869	572.71557
0.67553	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	547.73869	572.71557
0.69286	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	547.73869	572.71557
0.71018	531.85484	1010.19108	519.38776	884.16988	514.45783	778.63578	547.73869	572.71557
0.7275	531.85484	1010.19108	519.38776	884.16988	514.45783	781.20978	547.73869	572.71557
0.74482	531.85484	1010.19108	519.38776	884.16988	514.45783	781.20978	545.72864	567.56757
0.76214	531.85484	1010.19108	519.38776	884.16988	514.45783	781.20978	543.71859	567.56757
